Industry,Category,Keyword,Count,NUM WORDS IN INDUSTRY,Normalized Word Count (Percent of Total Words in Industry)
Retail,ENVIRONMENTAL ISSUES,climate goal,0,641061,0
Retail,ENVIRONMENTAL ISSUES,emission,4,641061,0.00000623965582058494
Retail,ENVIRONMENTAL ISSUES,sustainable,3,641061,0.0000046797418654387
Retail,ENVIRONMENTAL ISSUES,greenhouse gas,0,641061,0
Retail,ENVIRONMENTAL ISSUES,water resource,0,641061,0
Retail,ENVIRONMENTAL ISSUES,marine resource,0,641061,0
Retail,ENVIRONMENTAL ISSUES,natural resource,0,641061,0
Retail,ENVIRONMENTAL ISSUES,pollution,0,641061,0
Retail,ENVIRONMENTAL ISSUES,pollutant,0,641061,0
Retail,ENVIRONMENTAL ISSUES,pollute,1,641061,0.00000155991395514623
Retail,ENVIRONMENTAL ISSUES,ecosystem,2,641061,0.00000311982791029247
Retail,ENVIRONMENTAL ISSUES,carbon,1,641061,0.00000155991395514623
Retail,ENVIRONMENTAL ISSUES,waste management,0,641061,0
Retail,SOCIAL ISSUES,DEI,0,641061,0
Retail,SOCIAL ISSUES,"diversity, equity and inclusion",0,641061,0
Retail,SOCIAL ISSUES,diversity,3,641061,0.0000046797418654387
Retail,SOCIAL ISSUES,forced labor,0,641061,0
Retail,SOCIAL ISSUES,human right,1,641061,0.00000155991395514623
Retail,SOCIAL ISSUES,right to,100,641061,0.000155991395514623
Retail,SOCIAL ISSUES,community impact,0,641061,0
Retail,SOCIAL ISSUES,Equal pay,0,641061,0
Retail,SOCIAL ISSUES,discrimination,7,641061,0.0000109193976860236
Retail,SOCIAL ISSUES,harassment,4,641061,0.00000623965582058494
Retail,SOCIAL ISSUES,sexual harassment,0,641061,0
Retail,SOCIAL ISSUES,racial harassment,0,641061,0
Retail,SOCIAL ISSUES,wage,18,641061,0.0000280784511926322
Retail,SOCIAL ISSUES,labor condition,0,641061,0
Retail,SOCIAL ISSUES,child labor,0,641061,0
Retail,SOCIAL ISSUES,working condition,0,641061,0
Retail,SOCIAL ISSUES,employee relation,0,641061,0
Retail,CORPORATE GOVERNANCE,governance,0,641061,0
Retail,CORPORATE GOVERNANCE,board composition,0,641061,0
Retail,CORPORATE GOVERNANCE,board diversity,0,641061,0
Retail,CORPORATE GOVERNANCE,management divesity,0,641061,0
Retail,CORPORATE GOVERNANCE,company audits,0,641061,0
Retail,CORPORATE GOVERNANCE,executive compensation,0,641061,0
Retail,CORPORATE GOVERNANCE,misleading proxy,0,641061,0
Retail,CORPORATE GOVERNANCE,false proxy,0,641061,0
Retail,CORPORATE GOVERNANCE,shareholder right,0,641061,0
Retail,DATA PRIVACY AND SECURITY,privacy,92,641061,0.000143512083873454
Retail,DATA PRIVACY AND SECURITY,differential privacy,0,641061,0
Retail,DATA PRIVACY AND SECURITY,cybersecurity,2,641061,0.00000311982791029247
Retail,DATA PRIVACY AND SECURITY,data breach,5,641061,0.00000779956977573117
Retail,DATA PRIVACY AND SECURITY,security breach,0,641061,0
Retail,DATA PRIVACY AND SECURITY,biometric information privacy act,0,641061,0
Retail,DATA PRIVACY AND SECURITY,CCPA,0,641061,0
Retail,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,641061,0
Retail,DATA PRIVACY AND SECURITY,Section 230,0,641061,0
Retail,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,affordability,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,conflict mineral,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,corruption,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,fraud,413,641061,0.000644244463475395
Retail,ETHICAL BUSINESS PRACTICES,Title XI,11,641061,0.0000171590535066086
Retail,ETHICAL BUSINESS PRACTICES,UDAP,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,15,641061,0.0000233987093271935
Retail,ETHICAL BUSINESS PRACTICES,UDTP,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,negligence,5,641061,0.00000779956977573117
Retail,ETHICAL BUSINESS PRACTICES,negligent,0,641061,0
Retail,ETHICAL BUSINESS PRACTICES,false advertising,9,641061,0.0000140392255963161
Retail,MISINFORMATION AND CENSORSHIP,misinformation,0,641061,0
Retail,MISINFORMATION AND CENSORSHIP,censorship,0,641061,0
Retail,SAFETY AND WORKING CONDITIONS,safety,15,641061,0.0000233987093271935
Retail,SAFETY AND WORKING CONDITIONS,working condition,0,641061,0
Retail,SAFETY AND WORKING CONDITIONS,labor condition,0,641061,0
Retail,AI ETHICS AND BIAS,algorithm,13,641061,0.000020278881416901
Retail,AI ETHICS AND BIAS,algorithmic bias,0,641061,0
Retail,AI ETHICS AND BIAS,artificial intelligence,1,641061,0.00000155991395514623
Retail,AI ETHICS AND BIAS,machine learning,6,641061,0.0000093594837308774
Retail,AI ETHICS AND BIAS,facial recognition,0,641061,0
Retail,AI ETHICS AND BIAS,surveillance,0,641061,0
Retail,AI ETHICS AND BIAS,biased algorithm,0,641061,0
Retail,AI ETHICS AND BIAS,biased data,0,641061,0
Retail,AI ETHICS AND BIAS,data bias,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,641061,0
Retail,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,641061,0
Retail,DIGITAL RIGHTS AND ACCESS,net neutrality,0,641061,0
Retail,DIGITAL RIGHTS AND ACCESS,digital literacy,0,641061,0
Retail,DIGITAL RIGHTS AND ACCESS,online privacy,0,641061,0
Retail,ANTITRUST AND COMPETITION,antitrust,79,641061,0.000123233202456552
Retail,ANTITRUST AND COMPETITION,monopolies,31,641061,0.0000483573326095333
Retail,ANTITRUST AND COMPETITION,market dominance,0,641061,0
Retail,ANTITRUST AND COMPETITION,competition law,3,641061,0.0000046797418654387
Retail,ANTITRUST AND COMPETITION,anti-competitive,5,641061,0.00000779956977573117
Retail,ANTITRUST AND COMPETITION,anti competitive,0,641061,0
Retail,ANTITRUST AND COMPETITION,market power,8,641061,0.0000124793116411699
Retail,ANTITRUST AND COMPETITION,predatory pricing,0,641061,0
Retail,ANTITRUST AND COMPETITION,vertical integration,8,641061,0.0000124793116411699
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,641061,0
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,24,641061,0.0000374379349235096
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,641061,0
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,641061,0
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,0,641061,0
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,641061,0
Retail,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,641061,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,environmental,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,biodiversity,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,climate change,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,climate goal,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,emission,2,77379,0.0000258468059809509
Technology: Cable TV,ENVIRONMENTAL ISSUES,sustainable,1,77379,0.0000129234029904755
Technology: Cable TV,ENVIRONMENTAL ISSUES,greenhouse gas,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,water resource,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,marine resource,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,natural resource,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,pollution,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,pollutant,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,pollute,0,77379,0
Technology: Cable TV,ENVIRONMENTAL ISSUES,ecosystem,2,77379,0.0000258468059809509
Technology: Cable TV,ENVIRONMENTAL ISSUES,carbon,1,77379,0.0000129234029904755
Technology: Cable TV,ENVIRONMENTAL ISSUES,waste management,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,DEI,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,"diversity, equity and inclusion",0,77379,0
Technology: Cable TV,SOCIAL ISSUES,diversity,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,forced labor,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,human right,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,right to,9,77379,0.000116310626914279
Technology: Cable TV,SOCIAL ISSUES,community impact,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,Equal pay,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,discrimination,5,77379,0.0000646170149523773
Technology: Cable TV,SOCIAL ISSUES,harassment,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,sexual harassment,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,racial harassment,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,wage,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,labor condition,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,child labor,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,working condition,0,77379,0
Technology: Cable TV,SOCIAL ISSUES,employee relation,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,governance,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,board composition,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,board diversity,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,management divesity,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,company audits,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,executive compensation,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,misleading proxy,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,false proxy,0,77379,0
Technology: Cable TV,CORPORATE GOVERNANCE,shareholder right,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,privacy,3,77379,0.0000387702089714264
Technology: Cable TV,DATA PRIVACY AND SECURITY,differential privacy,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,cybersecurity,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,data breach,1,77379,0.0000129234029904755
Technology: Cable TV,DATA PRIVACY AND SECURITY,security breach,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,biometric information privacy act,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,CCPA,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,Section 230,0,77379,0
Technology: Cable TV,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,affordability,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,conflict mineral,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,corruption,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,fraud,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,Title XI,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,UDAP,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,UDTP,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,negligence,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,negligent,0,77379,0
Technology: Cable TV,ETHICAL BUSINESS PRACTICES,false advertising,0,77379,0
Technology: Cable TV,MISINFORMATION AND CENSORSHIP,misinformation,0,77379,0
Technology: Cable TV,MISINFORMATION AND CENSORSHIP,censorship,0,77379,0
Technology: Cable TV,SAFETY AND WORKING CONDITIONS,safety,2,77379,0.0000258468059809509
Technology: Cable TV,SAFETY AND WORKING CONDITIONS,working condition,0,77379,0
Technology: Cable TV,SAFETY AND WORKING CONDITIONS,labor condition,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,algorithm,10,77379,0.000129234029904755
Technology: Cable TV,AI ETHICS AND BIAS,algorithmic bias,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,artificial intelligence,1,77379,0.0000129234029904755
Technology: Cable TV,AI ETHICS AND BIAS,machine learning,6,77379,0.0000775404179428527
Technology: Cable TV,AI ETHICS AND BIAS,facial recognition,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,surveillance,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,biased algorithm,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,biased data,0,77379,0
Technology: Cable TV,AI ETHICS AND BIAS,data bias,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,77379,0
Technology: Cable TV,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,77379,0
Technology: Cable TV,DIGITAL RIGHTS AND ACCESS,net neutrality,0,77379,0
Technology: Cable TV,DIGITAL RIGHTS AND ACCESS,digital literacy,0,77379,0
Technology: Cable TV,DIGITAL RIGHTS AND ACCESS,online privacy,0,77379,0
Technology: Cable TV,ANTITRUST AND COMPETITION,antitrust,48,77379,0.000620323343542822
Technology: Cable TV,ANTITRUST AND COMPETITION,monopolies,11,77379,0.00014215743289523
Technology: Cable TV,ANTITRUST AND COMPETITION,market dominance,0,77379,0
Technology: Cable TV,ANTITRUST AND COMPETITION,competition law,3,77379,0.0000387702089714264
Technology: Cable TV,ANTITRUST AND COMPETITION,anti-competitive,2,77379,0.0000258468059809509
Technology: Cable TV,ANTITRUST AND COMPETITION,anti competitive,0,77379,0
Technology: Cable TV,ANTITRUST AND COMPETITION,market power,6,77379,0.0000775404179428527
Technology: Cable TV,ANTITRUST AND COMPETITION,predatory pricing,0,77379,0
Technology: Cable TV,ANTITRUST AND COMPETITION,vertical integration,8,77379,0.000103387223923804
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,77379,0
Technology: Cable TV,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,77379,0
Jewelry,ENVIRONMENTAL ISSUES,environmental,1,211747,0.00000472261708548409
Jewelry,ENVIRONMENTAL ISSUES,biodiversity,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,climate change,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,climate goal,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,emission,2,211747,0.00000944523417096818
Jewelry,ENVIRONMENTAL ISSUES,sustainable,1,211747,0.00000472261708548409
Jewelry,ENVIRONMENTAL ISSUES,greenhouse gas,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,water resource,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,marine resource,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,natural resource,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,pollution,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,pollutant,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,pollute,0,211747,0
Jewelry,ENVIRONMENTAL ISSUES,ecosystem,2,211747,0.00000944523417096818
Jewelry,ENVIRONMENTAL ISSUES,carbon,3,211747,0.0000141678512564523
Jewelry,ENVIRONMENTAL ISSUES,waste management,0,211747,0
Jewelry,SOCIAL ISSUES,DEI,0,211747,0
Jewelry,SOCIAL ISSUES,"diversity, equity and inclusion",0,211747,0
Jewelry,SOCIAL ISSUES,diversity,0,211747,0
Jewelry,SOCIAL ISSUES,forced labor,0,211747,0
Jewelry,SOCIAL ISSUES,human right,0,211747,0
Jewelry,SOCIAL ISSUES,right to,15,211747,0.0000708392562822614
Jewelry,SOCIAL ISSUES,community impact,0,211747,0
Jewelry,SOCIAL ISSUES,Equal pay,0,211747,0
Jewelry,SOCIAL ISSUES,discrimination,7,211747,0.0000330583195983886
Jewelry,SOCIAL ISSUES,harassment,4,211747,0.0000188904683419364
Jewelry,SOCIAL ISSUES,sexual harassment,0,211747,0
Jewelry,SOCIAL ISSUES,racial harassment,0,211747,0
Jewelry,SOCIAL ISSUES,wage,2,211747,0.00000944523417096818
Jewelry,SOCIAL ISSUES,labor condition,0,211747,0
Jewelry,SOCIAL ISSUES,child labor,0,211747,0
Jewelry,SOCIAL ISSUES,working condition,0,211747,0
Jewelry,SOCIAL ISSUES,employee relation,0,211747,0
Jewelry,CORPORATE GOVERNANCE,governance,0,211747,0
Jewelry,CORPORATE GOVERNANCE,board composition,0,211747,0
Jewelry,CORPORATE GOVERNANCE,board diversity,0,211747,0
Jewelry,CORPORATE GOVERNANCE,management divesity,0,211747,0
Jewelry,CORPORATE GOVERNANCE,company audits,0,211747,0
Jewelry,CORPORATE GOVERNANCE,executive compensation,0,211747,0
Jewelry,CORPORATE GOVERNANCE,misleading proxy,0,211747,0
Jewelry,CORPORATE GOVERNANCE,false proxy,0,211747,0
Jewelry,CORPORATE GOVERNANCE,shareholder right,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,privacy,3,211747,0.0000141678512564523
Jewelry,DATA PRIVACY AND SECURITY,differential privacy,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,cybersecurity,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,data breach,1,211747,0.00000472261708548409
Jewelry,DATA PRIVACY AND SECURITY,security breach,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,biometric information privacy act,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,CCPA,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,California Consumer Privacy Act,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,Section 230,0,211747,0
Jewelry,DATA PRIVACY AND SECURITY,Computer Fraud and Abuse Act,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,affordability,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,conflict mineral,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,ethical supply chain,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,corruption,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,fraud,47,211747,0.000221963003017752
Jewelry,ETHICAL BUSINESS PRACTICES,Title XI,11,211747,0.000051948787940325
Jewelry,ETHICAL BUSINESS PRACTICES,UDAP,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,Unfair or Deceptive Acts or Practices,2,211747,0.00000944523417096818
Jewelry,ETHICAL BUSINESS PRACTICES,UDTP,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,Unfair and Deceptive Trade Practice,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,negligence,1,211747,0.00000472261708548409
Jewelry,ETHICAL BUSINESS PRACTICES,negligent,0,211747,0
Jewelry,ETHICAL BUSINESS PRACTICES,false advertising,0,211747,0
Jewelry,MISINFORMATION AND CENSORSHIP,misinformation,0,211747,0
Jewelry,MISINFORMATION AND CENSORSHIP,censorship,0,211747,0
Jewelry,SAFETY AND WORKING CONDITIONS,safety,5,211747,0.0000236130854274205
Jewelry,SAFETY AND WORKING CONDITIONS,working condition,0,211747,0
Jewelry,SAFETY AND WORKING CONDITIONS,labor condition,0,211747,0
Jewelry,AI ETHICS AND BIAS,algorithm,10,211747,0.0000472261708548409
Jewelry,AI ETHICS AND BIAS,algorithmic bias,0,211747,0
Jewelry,AI ETHICS AND BIAS,artificial intelligence,1,211747,0.00000472261708548409
Jewelry,AI ETHICS AND BIAS,machine learning,6,211747,0.0000283357025129046
Jewelry,AI ETHICS AND BIAS,facial recognition,0,211747,0
Jewelry,AI ETHICS AND BIAS,surveillance,0,211747,0
Jewelry,AI ETHICS AND BIAS,biased algorithm,0,211747,0
Jewelry,AI ETHICS AND BIAS,biased data,0,211747,0
Jewelry,AI ETHICS AND BIAS,data bias,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,content moderation,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,platform responsibility,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,user content,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,online harassment,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,hate speech,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,extremist content,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,harmful content,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,disinformation,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,misinformation,0,211747,0
Jewelry,PLATFORM RESPONSIBILITY AND CONTENT MODERATION,radicalization,0,211747,0
Jewelry,DIGITAL RIGHTS AND ACCESS,net neutrality,0,211747,0
Jewelry,DIGITAL RIGHTS AND ACCESS,digital literacy,0,211747,0
Jewelry,DIGITAL RIGHTS AND ACCESS,online privacy,0,211747,0
Jewelry,ANTITRUST AND COMPETITION,antitrust,50,211747,0.000236130854274205
Jewelry,ANTITRUST AND COMPETITION,monopolies,11,211747,0.000051948787940325
Jewelry,ANTITRUST AND COMPETITION,market dominance,0,211747,0
Jewelry,ANTITRUST AND COMPETITION,competition law,3,211747,0.0000141678512564523
Jewelry,ANTITRUST AND COMPETITION,anti-competitive,2,211747,0.00000944523417096818
Jewelry,ANTITRUST AND COMPETITION,anti competitive,0,211747,0
Jewelry,ANTITRUST AND COMPETITION,market power,6,211747,0.0000283357025129046
Jewelry,ANTITRUST AND COMPETITION,predatory pricing,0,211747,0
Jewelry,ANTITRUST AND COMPETITION,vertical integration,8,211747,0.0000377809366838727
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,gig economy,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,independent contractor,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,contract worker,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,employee right,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,labor law,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,platform worker,0,211747,0
Jewelry,WORKER CLASSIFICATION AND GIG ECONOMY,worker protection,0,211747,0
Professional Services,ENVIRONMENTAL ISSUES,environmental,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,biodiversity,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,climate change,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,climate goal,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,emission,2,135314,0.0000147804366140976
Professional Services,ENVIRONMENTAL ISSUES,sustainable,1,135314,0.00000739021830704879
Professional Services,ENVIRONMENTAL ISSUES,greenhouse gas,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,water resource,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,marine resource,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,natural resource,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,pollution,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,pollutant,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,pollute,0,135314,0
Professional Services,ENVIRONMENTAL ISSUES,ecosystem,2,135314,0.0000147804366140976
Professional Services,ENVIRONMENTAL ISSUES,carbon,1,135314,0.00000739021830704879
Professional Services,ENVIRONMENTAL ISSUES,waste management,0,135314,0
Professional Services,SOCIAL ISSUES,DEI,0,135314,0
Professional Services,SOCIAL ISSUES,"diversity, equity and inclusion",0,135314,0
Professional Services,SOCIAL ISSUES,diversity,0,135314,0
Professional Services,SOCIAL ISSUES,forced labor,0,135314,0
Professional Services,SOCIAL ISSUES,human right,0,135314,0
Professional Services,SOCIAL ISSUES,right to,8,135314,0.0000591217464563903
Professional Services,SOCIAL ISSUES,community impact,0,135314,0
Professional Services,SOCIAL ISSUES,Equal pay,0,135314,0
Professional Services,SOCIAL ISSUES,discrimination,5,135314,0.000036951091535244
Professional Services,SOCIAL ISSUES,harassment,0,135314,0
Professional Services,SOCIAL ISSUES,sexual harassment,0,135314,0
Professional Services,SOCIAL ISSUES,racial harassment,0,135314,0
Professional Services,SOCIAL ISSUES,wage,0,135314,0
Professional Services,SOCIAL ISSUES,labor condition,0,135314,0
Professional Services,SOCIAL ISSUES,child labor,0,135314,0
Professional Services,SOCIAL ISSUES,working condition,0,135314,0
Professional Services,SOCIAL ISSUES,employee relation,0,135314,0
Professional Services,CORPORATE GOVERNANCE,governance,0,135314,0
Professional Services,CORPORATE GOVERNANCE,board composition,0,135314,0
Professional Services,CORPORATE GOVERNANCE,board diversity,0,135314,0
Professional Services,CORPORATE GOVERNANCE,management divesity,0,135314,0
Professional Services,CORPORATE GOVERNANCE,company audits,0,135314,0
Professional Services,CORPORATE GOVERNANCE,executive compensation,0,135314,0
Professional Services,CORPORATE GOVERNANCE,misleading proxy,0,135314,0
Professional Services,CORPORATE GOVERNANCE,false proxy,0,135314,0
Professional Services,CORPORATE GOVERNANCE,shareholder right,0,135314,0
Professional Services,DATA PRIVACY AND SECURITY,privacy,3,135314,0.0000221706549211464
Professional Services,DATA PRIVACY AND SECURITY,differential privacy,0,135314,0
